月,通算週,月内週,競馬場,レース名,グレード,馬場,距離(m),年齢条件,性別条件,フルゲート,トライアル,対象G1,1着本賞金(万円),収得賞金(万円)
1月,第4週,第4週,東京,3歳新馬(芝1800m),NEWCOMER,芝,1800,3歳,混合,8頭,-,-,600,400
1月,第4週,第4週,中山,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
1月,第4週,第4週,東京,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
1月,第4週,第4週,川崎,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
2月,第5週,第1週,東京,3歳新馬(芝2000m),NEWCOMER,芝,2000,3歳,混合,8頭,-,-,600,400
2月,第5週,第1週,阪神,3歳新馬(芝1400m),NEWCOMER,芝,1400,3歳,混合,8頭,-,-,600,400
2月,第5週,第1週,東京,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
2月,第5週,第1週,阪神,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
2月,第5週,第1週,小倉,3歳未勝利(芝1200m),MAIDEN,芝,1200,3歳,混合,8頭,-,-,550,400
2月,第6週,第2週,東京,3歳新馬(芝1600m),NEWCOMER,芝,1600,3歳,混合,8頭,-,-,600,400
2月,第6週,第2週,阪神,3歳新馬(ダ1800m),NEWCOMER,ダート,1800,3歳,混合,8頭,-,-,600,400
2月,第6週,第2週,東京,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
2月,第6週,第2週,阪神,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
2月,第6週,第2週,小倉,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
2月,第7週,第3週,東京,3歳新馬(芝1800m),NEWCOMER,芝,1800,3歳,混合,8頭,-,-,600,400
2月,第7週,第3週,阪神,3歳新馬(芝1400m),NEWCOMER,芝,1400,3歳,混合,8頭,-,-,600,400
2月,第7週,第3週,東京,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
2月,第7週,第3週,阪神,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
2月,第7週,第3週,大井,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
2月,第8週,第4週,中山,3歳新馬(ダ2000m),NEWCOMER,ダート,2000,3歳,混合,8頭,-,-,600,400
2月,第8週,第4週,中山,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
2月,第8週,第4週,阪神,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
2月,第8週,第4週,中京,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
3月,第9週,第1週,中山,3歳新馬(芝1600m),NEWCOMER,芝,1600,3歳,混合,8頭,-,-,600,400
3月,第9週,第1週,中山,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
3月,第9週,第1週,阪神,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
3月,第9週,第1週,中京,3歳未勝利(芝1200m),MAIDEN,芝,1200,3歳,混合,8頭,-,-,550,400
3月,第10週,第2週,中山,3歳新馬(芝1800m),NEWCOMER,芝,1800,3歳,混合,8頭,-,-,600,400
3月,第10週,第2週,中山,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
3月,第10週,第2週,阪神,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
3月,第10週,第2週,中京,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
3月,第11週,第3週,中山,3歳新馬(芝2000m),NEWCOMER,芝,2000,3歳,混合,8頭,-,-,600,400
3月,第11週,第3週,中山,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
3月,第11週,第3週,阪神,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
3月,第11週,第3週,大井,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
3月,第12週,第4週,中山,3歳新馬(ダ1600m),NEWCOMER,ダート,1600,3歳,混合,8頭,-,-,600,400
3月,第12週,第4週,中山,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
3月,第12週,第4週,阪神,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
3月,第12週,第4週,中京,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
4月,第13週,第1週,阪神,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
4月,第13週,第1週,中山,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
4月,第13週,第1週,福島,3歳未勝利(芝1200m),MAIDEN,芝,1200,3歳,混合,8頭,-,-,550,400
4月,第14週,第2週,阪神,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
4月,第14週,第2週,中山,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
4月,第14週,第2週,福島,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
4月,第15週,第3週,東京,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
4月,第15週,第3週,阪神,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
4月,第15週,第3週,中山,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
4月,第16週,第4週,東京,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
4月,第16週,第4週,京都,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
4月,第16週,第4週,大井,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
5月,第17週,第1週,京都,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
5月,第17週,第1週,東京,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
5月,第17週,第1週,船橋,3歳未勝利(ダ1200m),MAIDEN,ダート,1200,3歳,混合,8頭,-,-,550,400
5月,第18週,第2週,東京,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
5月,第18週,第2週,京都,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
5月,第18週,第2週,新潟,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
5月,第19週,第3週,東京,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
5月,第19週,第3週,京都,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
5月,第19週,第3週,新潟,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
5月,第20週,第4週,東京,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
5月,第20週,第4週,京都,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
5月,第20週,第4週,新潟,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
6月,第21週,第1週,東京,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
6月,第21週,第1週,阪神,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
6月,第21週,第1週,大井,3歳未勝利(ダ1200m),MAIDEN,ダート,1200,3歳,混合,8頭,-,-,550,400
6月,第21週,第1週,東京,2歳新馬(芝1200m),NEWCOMER,芝,1200,2歳,混合,8頭,-,-,720,400
6月,第21週,第1週,阪神,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
6月,第22週,第2週,東京,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
6月,第22週,第2週,阪神,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
6月,第22週,第2週,中京,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
6月,第22週,第2週,東京,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
6月,第22週,第2週,阪神,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
6月,第23週,第3週,東京,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
6月,第23週,第3週,阪神,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
6月,第23週,第3週,中京,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
6月,第23週,第3週,東京,2歳新馬(芝1800m),NEWCOMER,芝,1800,2歳,混合,8頭,-,-,720,400
6月,第23週,第3週,阪神,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
6月,第24週,第4週,阪神,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
6月,第24週,第4週,東京,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
6月,第24週,第4週,福島,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
6月,第24週,第4週,阪神,2歳新馬(ダ1200m),NEWCOMER,ダート,1200,2歳,混合,8頭,-,-,720,400
6月,第24週,第4週,東京,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
7月,第25週,第1週,福島,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
7月,第25週,第1週,小倉,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
7月,第25週,第1週,中京,3歳未勝利(芝1200m),MAIDEN,芝,1200,3歳,混合,8頭,-,-,550,400
7月,第25週,第1週,福島,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
7月,第25週,第1週,小倉,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
7月,第25週,第1週,小倉,2歳未勝利(芝1400m),MAIDEN,芝,1400,2歳,混合,8頭,-,-,550,400
7月,第25週,第1週,中京,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
7月,第26週,第2週,福島,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
7月,第26週,第2週,小倉,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
7月,第26週,第2週,中京,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
7月,第26週,第2週,福島,2歳新馬(芝1800m),NEWCOMER,芝,1800,2歳,混合,8頭,-,-,720,400
7月,第26週,第2週,小倉,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
7月,第26週,第2週,小倉,2歳未勝利(芝1800m),MAIDEN,芝,1800,2歳,混合,8頭,-,-,550,400
7月,第26週,第2週,中京,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
7月,第27週,第3週,新潟,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
7月,第27週,第3週,小倉,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
7月,第27週,第3週,盛岡,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
7月,第27週,第3週,新潟,2歳新馬(芝1200m),NEWCOMER,芝,1200,2歳,混合,8頭,-,-,720,400
7月,第27週,第3週,小倉,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
7月,第27週,第3週,小倉,2歳未勝利(芝1400m),MAIDEN,芝,1400,2歳,混合,8頭,-,-,550,400
7月,第27週,第3週,盛岡,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
7月,第28週,第4週,新潟,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
7月,第28週,第4週,小倉,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
7月,第28週,第4週,盛岡,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
7月,第28週,第4週,新潟,2歳新馬(ダ1600m),NEWCOMER,ダート,1600,2歳,混合,8頭,-,-,720,400
7月,第28週,第4週,小倉,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
7月,第28週,第4週,小倉,2歳未勝利(芝1800m),MAIDEN,芝,1800,2歳,混合,8頭,-,-,550,400
7月,第28週,第4週,盛岡,2歳未勝利(ダ1400m),MAIDEN,ダート,1400,2歳,混合,8頭,-,-,550,400
8月,第29週,第1週,新潟,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
8月,第29週,第1週,小倉,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
8月,第29週,第1週,盛岡,3歳未勝利(ダ1200m),MAIDEN,ダート,1200,3歳,混合,8頭,-,-,550,400
8月,第29週,第1週,新潟,2歳新馬(芝1800m),NEWCOMER,芝,1800,2歳,混合,8頭,-,-,720,400
8月,第29週,第1週,小倉,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
8月,第29週,第1週,小倉,2歳未勝利(芝1400m),MAIDEN,芝,1400,2歳,混合,8頭,-,-,550,400
8月,第29週,第1週,盛岡,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
8月,第30週,第2週,新潟,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
8月,第30週,第2週,小倉,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
8月,第30週,第2週,盛岡,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
8月,第30週,第2週,新潟,2歳新馬(芝1200m),NEWCOMER,芝,1200,2歳,混合,8頭,-,-,720,400
8月,第30週,第2週,小倉,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
8月,第30週,第2週,小倉,2歳未勝利(芝1800m),MAIDEN,芝,1800,2歳,混合,8頭,-,-,550,400
8月,第30週,第2週,盛岡,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
8月,第31週,第3週,新潟,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
8月,第31週,第3週,小倉,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
8月,第31週,第3週,中京,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
8月,第31週,第3週,新潟,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
8月,第31週,第3週,小倉,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
8月,第31週,第3週,小倉,2歳未勝利(芝1400m),MAIDEN,芝,1400,2歳,混合,8頭,-,-,550,400
8月,第31週,第3週,中京,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
8月,第32週,第4週,新潟,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
8月,第32週,第4週,小倉,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
8月,第32週,第4週,中京,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
8月,第32週,第4週,新潟,2歳新馬(ダ1800m),NEWCOMER,ダート,1800,2歳,混合,8頭,-,-,720,400
8月,第32週,第4週,中京,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
8月,第32週,第4週,小倉,2歳未勝利(芝1800m),MAIDEN,芝,1800,2歳,混合,8頭,-,-,550,400
8月,第32週,第4週,中京,2歳未勝利(ダ1400m),MAIDEN,ダート,1400,2歳,混合,8頭,-,-,550,400
9月,第33週,第1週,中山,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
9月,第33週,第1週,阪神,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
9月,第33週,第1週,盛岡,3歳未勝利(ダ1200m),MAIDEN,ダート,1200,3歳,混合,8頭,-,-,550,400
9月,第33週,第1週,中山,2歳新馬(芝1200m),NEWCOMER,芝,1200,2歳,混合,8頭,-,-,720,400
9月,第33週,第1週,阪神,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
9月,第33週,第1週,阪神,2歳未勝利(芝1400m),MAIDEN,芝,1400,2歳,混合,8頭,-,-,550,400
9月,第33週,第1週,盛岡,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
9月,第34週,第2週,中山,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
9月,第34週,第2週,阪神,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
9月,第34週,第2週,新潟,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
9月,第34週,第2週,中山,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
9月,第34週,第2週,阪神,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
9月,第34週,第2週,阪神,2歳未勝利(芝1800m),MAIDEN,芝,1800,2歳,混合,8頭,-,-,550,400
9月,第34週,第2週,新潟,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
9月,第35週,第3週,中山,3歳未勝利(芝1600m),MAIDEN,芝,1600,3歳,混合,8頭,-,-,550,400
9月,第35週,第3週,東京,3歳未勝利(ダ1400m),MAIDEN,ダート,1400,3歳,混合,8頭,-,-,550,400
9月,第35週,第3週,船橋,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
9月,第35週,第3週,中山,2歳新馬(芝1800m),NEWCOMER,芝,1800,2歳,混合,8頭,-,-,720,400
9月,第35週,第3週,東京,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
9月,第35週,第3週,東京,2歳未勝利(芝1400m),MAIDEN,芝,1400,2歳,混合,8頭,-,-,550,400
9月,第35週,第3週,船橋,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
9月,第36週,第4週,中山,3歳未勝利(芝2000m),MAIDEN,芝,2000,3歳,混合,8頭,-,-,550,400
9月,第36週,第4週,阪神,3歳未勝利(ダ1800m),MAIDEN,ダート,1800,3歳,混合,8頭,-,-,550,400
9月,第36週,第4週,中京,3歳未勝利(芝1800m),MAIDEN,芝,1800,3歳,混合,8頭,-,-,550,400
9月,第36週,第4週,中山,2歳新馬(ダ1200m),NEWCOMER,ダート,1200,2歳,混合,8頭,-,-,720,400
9月,第36週,第4週,阪神,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
9月,第36週,第4週,阪神,2歳未勝利(芝1800m),MAIDEN,芝,1800,2歳,混合,8頭,-,-,550,400
9月,第36週,第4週,中京,2歳未勝利(ダ1400m),MAIDEN,ダート,1400,2歳,混合,8頭,-,-,550,400
10月,第37週,第1週,東京,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
10月,第37週,第1週,京都,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
10月,第37週,第1週,京都,2歳未勝利(芝1400m),MAIDEN,芝,1400,2歳,混合,8頭,-,-,550,400
10月,第37週,第1週,盛岡,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
10月,第38週,第2週,東京,2歳新馬(芝1800m),NEWCOMER,芝,1800,2歳,混合,8頭,-,-,720,400
10月,第38週,第2週,京都,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
10月,第38週,第2週,京都,2歳未勝利(芝1800m),MAIDEN,芝,1800,2歳,混合,8頭,-,-,550,400
10月,第38週,第2週,大井,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
10月,第39週,第3週,東京,2歳新馬(芝1200m),NEWCOMER,芝,1200,2歳,混合,8頭,-,-,720,400
10月,第39週,第3週,京都,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
10月,第39週,第3週,京都,2歳未勝利(芝1400m),MAIDEN,芝,1400,2歳,混合,8頭,-,-,550,400
10月,第39週,第3週,新潟,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
10月,第40週,第4週,東京,2歳新馬(ダ1600m),NEWCOMER,ダート,1600,2歳,混合,8頭,-,-,720,400
10月,第40週,第4週,京都,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
10月,第40週,第4週,京都,2歳未勝利(芝1800m),MAIDEN,芝,1800,2歳,混合,8頭,-,-,550,400
10月,第40週,第4週,新潟,2歳未勝利(ダ1400m),MAIDEN,ダート,1400,2歳,混合,8頭,-,-,550,400
11月,第41週,第1週,東京,2歳新馬(芝1800m),NEWCOMER,芝,1800,2歳,混合,8頭,-,-,720,400
11月,第41週,第1週,京都,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
11月,第41週,第1週,京都,2歳未勝利(芝1400m),MAIDEN,芝,1400,2歳,混合,8頭,-,-,550,400
11月,第41週,第1週,大井,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
11月,第42週,第2週,京都,2歳新馬(芝1200m),NEWCOMER,芝,1200,2歳,混合,8頭,-,-,720,400
11月,第42週,第2週,東京,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
11月,第42週,第2週,東京,2歳未勝利(芝1800m),MAIDEN,芝,1800,2歳,混合,8頭,-,-,550,400
11月,第42週,第2週,福島,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
11月,第43週,第3週,京都,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
11月,第43週,第3週,東京,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
11月,第43週,第3週,東京,2歳未勝利(芝1400m),MAIDEN,芝,1400,2歳,混合,8頭,-,-,550,400
11月,第43週,第3週,福島,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
11月,第44週,第4週,東京,2歳新馬(ダ1800m),NEWCOMER,ダート,1800,2歳,混合,8頭,-,-,720,400
11月,第44週,第4週,京都,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
11月,第44週,第4週,京都,2歳未勝利(芝1800m),MAIDEN,芝,1800,2歳,混合,8頭,-,-,550,400
11月,第44週,第4週,中京,2歳未勝利(ダ1400m),MAIDEN,ダート,1400,2歳,混合,8頭,-,-,550,400
12月,第45週,第1週,中京,2歳新馬(芝1200m),NEWCOMER,芝,1200,2歳,混合,8頭,-,-,720,400
12月,第45週,第1週,中山,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
12月,第45週,第1週,中山,2歳未勝利(芝1400m),MAIDEN,芝,1400,2歳,混合,8頭,-,-,550,400
12月,第45週,第1週,阪神,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
12月,第46週,第2週,阪神,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
12月,第46週,第2週,中山,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
12月,第46週,第2週,中山,2歳未勝利(芝1800m),MAIDEN,芝,1800,2歳,混合,8頭,-,-,550,400
12月,第46週,第2週,川崎,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
12月,第47週,第3週,阪神,2歳新馬(芝1800m),NEWCOMER,芝,1800,2歳,混合,8頭,-,-,720,400
12月,第47週,第3週,中山,2歳新馬(芝1400m),NEWCOMER,芝,1400,2歳,混合,8頭,-,-,720,400
12月,第47週,第3週,中山,2歳未勝利(芝1400m),MAIDEN,芝,1400,2歳,混合,8頭,-,-,550,400
12月,第47週,第3週,中京,2歳未勝利(ダ1800m),MAIDEN,ダート,1800,2歳,混合,8頭,-,-,550,400
12月,第48週,第4週,中山,2歳新馬(ダ1200m),NEWCOMER,ダート,1200,2歳,混合,8頭,-,-,720,400
12月,第48週,第4週,阪神,2歳新馬(芝1600m),NEWCOMER,芝,1600,2歳,混合,8頭,-,-,720,400
12月,第48週,第4週,阪神,2歳未勝利(芝1800m),MAIDEN,芝,1800,2歳,混合,8頭,-,-,550,400
12月,第48週,第4週,大井,2歳未勝利(ダ1400m),MAIDEN,ダート,1400,2歳,混合,8頭,-,-,550,400
